downstep	lexical_tone	ip_boundary	vowel_number_in_utterance	phone_label	text_name	word_label	utterance_label	utterance_num_within_text
	Ø		11	a	sxw-T0038-texts-un	axwa	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	H		12	a	sxw-T0038-texts-un	axwa	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø		13	o	sxw-T0038-texts-un	bo	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø	%	14	i	sxw-T0038-texts-un	ɖi	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	L		15	e	sxw-T0038-texts-un	he	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø		16	o	sxw-T0038-texts-un	so	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø		17	o	sxw-T0038-texts-un	omɔ	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	H	top%	18	ɔ	sxw-T0038-texts-un	omɔ	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø		19	a	sxw-T0038-texts-un	axwa	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	H		20	a	sxw-T0038-texts-un	axwa	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø		21	o	sxw-T0038-texts-un	bo	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	Ø	utt%	22	i	sxw-T0038-texts-un	ɖi	wɛ e lɔ tũ nãɖe he so omɔ axwa bo ɖi he so omɔ̃ axwa bo ɖi	3
	L		1	e	sxw-T0039-texts-un	gbeɖokpo	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		2	o	sxw-T0039-texts-un	gbeɖokpo	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	H		3	o	sxw-T0039-texts-un	gbeɖokpo	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		4	ɛ	sxw-T0039-texts-un	wɛ	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
!	H		5	a	sxw-T0039-texts-un	daɦwe	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	L		6	e	sxw-T0039-texts-un	daɦwe	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		7	e	sxw-T0039-texts-un	ɖe	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	H		8	ɔ	sxw-T0039-texts-un	sɔ	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		9	o	sxw-T0039-texts-un	onu	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
!	H		10	u	sxw-T0039-texts-un	onu	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		11	o	sxw-T0039-texts-un	bo	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		12	i	sxw-T0039-texts-un	ji	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	L		13	o	sxw-T0039-texts-un	ovjɛ	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	H		14	ɛ	sxw-T0039-texts-un	ovjɛ	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	L		15	e	sxw-T0039-texts-un	de	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		16	e	sxw-T0039-texts-un	le	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		17	u	sxw-T0039-texts-un	kutɔnu	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	H		18	ɔ	sxw-T0039-texts-un	kutɔnu	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	H	utt%	19	u	sxw-T0039-texts-un	kutɔnu	gbeɖokpo wɛ daɦwe ɖe sɔ onũ bo ji ovjɛ de le kutɔnũ	1
	Ø		1	ɛ	sxw-T0039-texts-un	wɛ	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	Ø		2	o	sxw-T0039-texts-un	ovjɛ	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	L		3	ɛ	sxw-T0039-texts-un	ovjɛ	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	H		4	a	sxw-T0039-texts-un	va	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	H		5	e	sxw-T0039-texts-un	kpee	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	Ø		6	e	sxw-T0039-texts-un	kpee	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	L		7	o	sxw-T0039-texts-un	do	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	Ø		8	o	sxw-T0039-texts-un	omɔ	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	L		9	ɔ	sxw-T0039-texts-un	omɔ	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	H		10	i	sxw-T0039-texts-un	dʒi	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	Ø		11	o	sxw-T0039-texts-un	bo	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
!	H		12	ɛ	sxw-T0039-texts-un	kwɛ	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	L		13	o	sxw-T0039-texts-un	do	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	L		14	o	sxw-T0039-texts-un	zogɛke	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	L		15	ɛ	sxw-T0039-texts-un	zogɛke	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	H		16	e	sxw-T0039-texts-un	zogɛke	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	H	utt%	17	i	sxw-T0039-texts-un	dʒi	wɛ ovjɛ va kpee do omɔ̃ dʒi bo kwɛ do zogɛke dʒi	2
	Ø		1	ɛ	sxw-T0039-texts-un	wɛ	wɛ je ɖjɛ fØ mɛ̃	3
	Ø		2	e	sxw-T0039-texts-un	je	wɛ je ɖjɛ fØ mɛ̃	3
	H		3	ɛ	sxw-T0039-texts-un	ɖjɛ	wɛ je ɖjɛ fØ mɛ̃	3
	HL		4	e	sxw-T0039-texts-un	fØ	wɛ je ɖjɛ fØ mɛ̃	3
	Ø	utt%	5	ɛ	sxw-T0039-texts-un	mɛ	wɛ je ɖjɛ fØ mɛ̃	3
	Ø		1	e	sxw-T0039-texts-un	je	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	H		2	ɛ	sxw-T0039-texts-un	ɖjɛ	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	HL		3	e	sxw-T0039-texts-un	fØ	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	Ø		4	ɛ	sxw-T0039-texts-un	mɛ	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	Ø		5	ɛ	sxw-T0039-texts-un	wɛ	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	Ø		6	o	sxw-T0039-texts-un	ovjɛ	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	LH		7	ɛ	sxw-T0039-texts-un	ovjɛ	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	H	utt%	8	e	sxw-T0039-texts-un	tre	je ɖjɛ fØ mɛ̃ wɛ ovjɛ tre	4
	H		1	i	sxw-T0039-texts-un	mi	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	L		2	ɛ	sxw-T0039-texts-un	wɛ	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	H		3	a	sxw-T0039-texts-un	tatja	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	H		4	a	sxw-T0039-texts-un	tatja	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	Ø		5	ɛ	sxw-T0039-texts-un	wɛ	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	Ø		6	e	sxw-T0039-texts-un	le	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	Ø		7	u	sxw-T0039-texts-un	ŋukɔ	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	Ø		8	ɔ	sxw-T0039-texts-un	ŋukɔ	mĩ wɛ tãtjã wɛ le ŋũkɔ̃	5
	Ø		1	ɛ	sxw-T0039-texts-un	wɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		2	ɛ	sxw-T0039-texts-un	gbɛtɔ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	H		3	ɔ	sxw-T0039-texts-un	gbɛtɔ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		4	a	sxw-T0039-texts-un	aɦwa	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		5	a	sxw-T0039-texts-un	aɦwa	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	H		6	ɔ	sxw-T0039-texts-un	kpɔ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		7	i	sxw-T0039-texts-un	ni	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		8	ɔ	sxw-T0039-texts-un	mɔ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		9	e	sxw-T0039-texts-un	le	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		10	o	sxw-T0039-texts-un	godo	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		11	o	sxw-T0039-texts-un	godo	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		12	a	sxw-T0039-texts-un	na	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		13	o	sxw-T0039-texts-un	ovjɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	LH		14	ɛ	sxw-T0039-texts-un	ovjɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
!	H	top%	15	e	sxw-T0039-texts-un	je	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		16	e	sxw-T0039-texts-un	je	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		17	ɛ	sxw-T0039-texts-un	ɛmɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		18	ɛ	sxw-T0039-texts-un	ɛmɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	L		19	ɛ	sxw-T0039-texts-un	zɛtɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	H		20	ɛ	sxw-T0039-texts-un	zɛtɛ	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		21	e	sxw-T0039-texts-un	je	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
!	H		22	e	sxw-T0039-texts-un	tre	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	H		23	e	sxw-T0039-texts-un	seŋu	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	H	utt%	24	u	sxw-T0039-texts-un	seŋu	wɛ gbɛtɔ aɦwã kpɔ nĩ mɔ̃ le godo nã ovjɛ je je ɛmɛ̃ zɛtɛ je tre seŋũ	6
	Ø		1	ɛ	sxw-T0039-texts-un	wɛ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	H		2	a	sxw-T0039-texts-un	daɦwe	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		3	e	sxw-T0039-texts-un	daɦwe	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		4	a	sxw-T0039-texts-un	la	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	Ø		5	e	sxw-T0039-texts-un	ɖe	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	Ø		6	ɔ	sxw-T0039-texts-un	kɔ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	H		7	e	sxw-T0039-texts-un	e	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	Ø		8	e	sxw-T0039-texts-un	ɖe	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	LH		9	a	sxw-T0039-texts-un	gba	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	Ø		10	e	sxw-T0039-texts-un	le	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		11	a	sxw-T0039-texts-un	ta	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	Ø		12	o	sxw-T0039-texts-un	bo	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	H		13	ɔ	sxw-T0039-texts-un	kpɔ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		14	o	sxw-T0039-texts-un	godo	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		15	o	sxw-T0039-texts-un	godo	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	H		16	ɔ	sxw-T0039-texts-un	kpɔ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		17	ɛ	sxw-T0039-texts-un	gbɛtɔ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	H		18	ɔ	sxw-T0039-texts-un	gbɛtɔ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	Ø		19	a	sxw-T0039-texts-un	aɦwa	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		20	a	sxw-T0039-texts-un	aɦwa	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	H	utt%	21	ɔ	sxw-T0039-texts-un	kpɔ	wɛ daɦwe la ɖe kɔ e ɖe gba le ta bo kpɔ̃ godo kpɔ̃ gbɛtɔ aɦwã kpɔ	7
	L		1	ɛ	sxw-T0039-texts-un	gbɛtɔ	gbɛtɔ susu le godo nã ovjɛ	8
	H		2	ɔ	sxw-T0039-texts-un	gbɛtɔ	gbɛtɔ susu le godo nã ovjɛ	8
	H		3	u	sxw-T0039-texts-un	susu	gbɛtɔ susu le godo nã ovjɛ	8
	H		4	u	sxw-T0039-texts-un	susu	gbɛtɔ susu le godo nã ovjɛ	8
	Ø		5	e	sxw-T0039-texts-un	le	gbɛtɔ susu le godo nã ovjɛ	8
	L		6	o	sxw-T0039-texts-un	godo	gbɛtɔ susu le godo nã ovjɛ	8
	L		7	o	sxw-T0039-texts-un	godo	gbɛtɔ susu le godo nã ovjɛ	8
	Ø		8	a	sxw-T0039-texts-un	na	gbɛtɔ susu le godo nã ovjɛ	8
	Ø		9	o	sxw-T0039-texts-un	ovjɛ	gbɛtɔ susu le godo nã ovjɛ	8
	LH	utt%	10	ɛ	sxw-T0039-texts-un	ovjɛ	gbɛtɔ susu le godo nã ovjɛ	8
	H		1	ɔ	sxw-T0039-texts-un	gbɔɔ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	H		2	ɔ	sxw-T0039-texts-un	gbɔɔ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		3	a	sxw-T0039-texts-un	na	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		4	o	sxw-T0039-texts-un	ozo	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	L		5	o	sxw-T0039-texts-un	ozo	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		6	ɛ	sxw-T0039-texts-un	ɛfɛsi	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	H		7	ɛ	sxw-T0039-texts-un	ɛfɛsi	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		8	i	sxw-T0039-texts-un	ɛfɛsi	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
!	H		9	a	sxw-T0039-texts-un	la	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		10	a	sxw-T0039-texts-un	na	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
!	H		11	ɛ	sxw-T0039-texts-un	tɛ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	H		12	o	sxw-T0039-texts-un	do	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		13	e	sxw-T0039-texts-un	le	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø	top%	14	i	sxw-T0039-texts-un	si	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		15	o	sxw-T0039-texts-un	ovjɛ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	LH		16	ɛ	sxw-T0039-texts-un	ovjɛ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		17	o	sxw-T0039-texts-un	bo	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	L		18	ɔ	sxw-T0039-texts-un	mɔ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	H		19	ɛ	sxw-T0039-texts-un	bɛ	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	L		20	i	sxw-T0039-texts-un	dwi	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	Ø		21	o	sxw-T0039-texts-un	bo	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
	H		22	o	sxw-T0039-texts-un	lo	gbɔ̃ɔ̃ nã ozo ɛfɛsĩ la nã tɛ do le si ovjɛ bo mɔ̃ bɛ dwĩ bo lo sɔ̃ nɔ̃ wɛ daɦwe la xo alɔkpomɛ̃ nã ovjɛ kɔdʒo kɔdʒo gbenũgbe o va ɖu oga le kutɔnũ le	9
